"","X.1","X","school_add","school_nm","population","prop.population","all.races","prop.all.races","white","prop.white","af.am","prop.af.am","hispanic","prop.hispanic","am.ind","prop.am.ind","asian","prop.asian","nh.pi","prop.nh.pi","prop.school.black","prop.school.white","prop.school.hispanic","prop.school.asian","prop.school.pi","prop.school.multi","prop.school.EL","prop.school.lowincome","total.students","Grade3.ELA.Level1","Grade3.ELA.Level2","Grade3.ELA.Level3","Grade3.ELA.Level4","Grade3.Math.Level1","Grade3.Math.Level2","Grade3.Math.Level3","Grade3.Math.Level4","Grade4.ELA.Level1","Grade4.ELA.Level2","Grade4.ELA.Level3","Grade4.ELA.Level4","Grade4.Math.Level1","Grade4.Math.Level2","Grade4.Math.Level3","Grade4.Math.Level4","Grade5.ELA.Level1","Grade5.ELA.Level2","Grade5.ELA.Level3","Grade5.ELA.Level4","Grade5.Math.Level1","Grade5.Math.Level2","Grade5.Math.Level3","Grade5.Math.Level4","white.prop.difference","white.prop.difference.percent","med.income","med.rent","total.income","income.10k","income.15k","income.20k","income.25k","income.30k","income.35k","income.40k","income.50k","income.60k","income.75k","income.100k","income.125k","income.150k","income.200k","income.more","home.total","home.owners","lnorm.gini","lnorm.sd","ela.grade3.mean","ela.grade3.sd","ela.grade3.chisq","math.grade3.mean","math.grade3.sd","math.grade3.chisq","ela.grade5.mean","ela.grade5.sd","ela.grade5.chisq","math.grade5.mean","math.grade5.sd","math.grade5.chisq","largest.group","school.white","school.black","school.hispanic","school.asian","race.chi.sq","most.common.group"
"91",91,91,"2009 W SCHILLER ST","PRITZKER",5605,1,5605,1,4430,0.790365744870651,211,0.0376449598572703,972,0.173416592328278,23,0.00410347903657449,293,0.0522747546833185,5,0.000892060660124889,0.466,23,28,2.3,0.2,0,2.5,0.055,640,8.6,17.1,34.3,40,10,14.3,34.3,41.4,0,16.7,47,36.4,0,6.1,56.1,37.9,1.3,30.3,31.6,36.8,1.3,35.5,40.8,22.4,-56.0365744870651,-0.708995485327314,74.7438979482605,1180.48706512043,2888.01792972677,0.0572946436909764,0.0211272221698902,0.0193782090709663,0.00999967277470439,0.00629763634549166,0.017887686339921,0.0102575649725283,0.0157431591699592,0.0172775726888218,0.0429229138021028,0.0638024323476351,0.088453837308847,0.109426309834879,0.130184327380018,0.124782610498105,2888.01792972677,0.399576561785149,0.730779101886981,172.855365295539,3.07070707070707,0.950322450674305,71.4509465725183,3.07070707070707,0.982006746438911,21.9787747665343,3.04081632653061,0.848508301108648,53.0587984737688,2.8469387755102,0.7779439040589,47.4813440927359,0.466,147,298,179,14,NA,"White"
"92",92,92,"8344 S COMMERCIAL AV","HEROES",3577,1,3577,1,337,0.0942130276768242,2746,0.767682415431926,704,0.196812971764048,7,0.00195694716242661,5,0.0013978194017333,0,0,0.785,0.2,21.3,0,0,0,2.5,0.06,615,7.7,41.5,44.6,6.2,9.2,27.7,47.7,15.4,2.6,48.7,46.2,2.6,6.4,19.2,73.1,1.3,1.6,50.8,42.6,4.9,0,31.1,67.2,1.6,-9.22130276768242,-0.978771513353116,32.4808093374336,858.310036343304,1184.85544014731,0.127521485308962,0.0569776176921762,0.0922689942499607,0.0794922174988,0.124359492352498,0.0556186311659365,0.0660458781572678,0.0706216331568927,0.0381582523575115,0.0622034236937703,0.087219066603184,0.0542854933538549,0.0349634991421157,0.0227133270704873,0.0160520446577785,1184.85544014731,0.398534132528618,0.68507851965407,49.5939244668547,2.5,0.721539019527725,5.12496387488971,2.69387755102041,0.842286569561716,4.40009688033834,2.50515463917526,0.597280492109273,6.52451399808169,2.6969696969697,0.483493778415228,6.57962582705976,0.785,1,482,130,0,NA,"Black"
"93",93,93,"1650 W CORNELIA AV","HAMILTON",8716,1,8716,1,7935,0.91039467645709,145,0.0166360715924736,674,0.0773290500229463,16,0.0018357044515833,302,0.0346489215236347,6,0.000688389169343736,0.327,26.1,36.5,4.7,0,0,2.5,0.161,211,8.7,34.8,39.1,17.4,4.3,17.4,60.9,17.4,7.7,30.8,30.8,30.8,7.7,23.1,53.8,15.4,0,26.7,60,13.3,6.7,13.3,80,0,-64.939467645709,-0.713311153119093,107.206907526388,1354.06264341441,4311.85249712389,0.0201815439215414,0.0230288226827955,0.00716915688531701,0.0108883291456328,0.0108379414926696,0.0196174846386035,0.0113197049806933,0.0138077424169808,0.0171984533818815,0.0523972798367457,0.0641287908373195,0.132542064753593,0.0992098329757305,0.0812308920257178,0.138451850484098,4311.85249712389,0.503501157489317,0.731302282868796,163.000816616774,2.66326530612245,0.86087796890188,2.07997883973041,2.91836734693878,0.713254041406412,8.45599009456454,2.86868686868687,0.616879319499211,17.288042124779,2.74747474747475,0.559581373109678,54.7971215417408,0.365,55,68,77,9,NA,"White"
"94",94,94,"4747 S BISHOP ST","HAMLINE",5987,1,5987,1,2054,0.343076666109905,814,0.135961249373643,4783,0.798897611491565,80,0.0133622849507266,122,0.020377484549858,0,0,0.118,1.5,86.6,0.1,0,0,2.5,0.376,812,16.7,43.3,37.8,2.2,15.2,16.3,55.4,13,1.2,49.4,38.8,10.6,1.2,20,62.4,16.5,0,45.2,49.3,5.5,0,24.7,58.9,16.4,-32.8076666109905,-0.956277994157741,30.5287092032738,716.581760481042,1722.4465845293,0.100644611483807,0.083260581726412,0.0610969602258972,0.135600750307886,0.0915939837874479,0.0516273651245027,0.0572615971299829,0.0503854407909104,0.0345487420393262,0.071129289825653,0.103072787698934,0.080899651790106,0.0225068671012751,0.0114360676805318,0.0258823542141123,1722.4465845293,0.35132975248048,0.700901233082135,56.6393838453237,2.25510204081633,0.750411907366509,16.1619678331181,2.66666666666667,0.892142571199771,9.37367740258372,2.5959595959596,0.587613504783473,7.03645465436466,2.91836734693878,0.636897593084967,19.5860091432323,0.866,12,95,703,0,NA,"Hispanic"
"95",95,95,"2332 S WESTERN AV","FINKL",4864,1,4864,1,1987,0.408511513157895,679,0.139597039473684,3915,0.804893092105263,37,0.00760690789473684,7,0.00143914473684211,1,0.000205592105263158,0.057,0.7,92.9,0.3,0.4,0,2.5,0.44,689,17.2,35.9,42.2,4.7,7.4,26.5,51.5,14.7,2.7,46.7,41.3,9.3,1.3,25.3,62,11.4,1.6,44.4,41.3,12.7,1.5,35.4,58.5,4.6,-40.1511513157895,-0.982864620030196,41.7097057976974,793.128083881579,1312.18141600071,0.0894743947153698,0.0385330862923305,0.0473301209135072,0.090948158301289,0.142969428852092,0.0702250346589626,0.115789637218518,0.021479287147678,0.0356816031597103,0.112005387242679,0.0828223982591656,0.0345366903019263,0.0104957948504827,0.0477388696263678,0.0285952356230228,1312.18141600071,0.248273667030331,0.691986805965342,60.3833311469429,2.33673469387755,0.81156432310477,12.1643494349234,2.73469387755102,0.793673702827596,5.42256691255894,2.6530612244898,0.704946306595042,0.0342533186517299,2.66326530612245,0.573358302739228,0.837990774387362,0.929,4,39,640,2,NA,"Hispanic"
"96",96,96,"2819 W 21ST PL","HAMMOND",4466,1,4466,1,1709,0.382669055082848,517,0.11576354679803,3641,0.815270935960591,78,0.0174652933273623,35,0.00783699059561128,3,0.000671742051052396,0.076,2,90.4,0,0,0,2.5,0.466,511,14.5,52.7,30.9,1.8,5.5,25.5,56.4,12.7,7,55.8,32.6,4.7,0,44.2,41.9,14,0,67.4,32.6,0,2.2,30.4,67.4,0,-36.2669055082848,-0.947735517846694,26.7683477384684,689.628750559785,1276.12831917047,0.100335845220379,0.023862377985996,0.0627129439190723,0.166802485708477,0.0442905902951761,0.0524320344183344,0.0458763645870506,0.0842815915907582,0.0674243540143017,0.0416185567189639,0.0803024627686487,0.0813262826770443,0.0718405584680059,0.0382303038225422,0.0326029613326161,1276.12831917047,0.33663511465327,0.682891099118876,58.2055963014571,2.18556701030928,0.682060250686851,25.1052772980343,2.76530612244898,0.729369455235253,9.418976182482,2.32323232323232,0.470090803826778,27.3210745982593,2.65656565656566,0.518270596755743,8.97838465469152,0.904,10,38,461,0,NA,"Hispanic"
"97",97,97,"2128 S ST LOUIS AV","CROWN COMM ACAD",1993,1,1993,1,57,0.0286001003512293,1828,0.917210235825389,113,0.0566984445559458,4,0.00200702458605118,1,0.000501756146512795,0,0,0.949,0.3,4.8,0,0,0,2.5,0.008,354,15.9,36.4,40.9,6.8,20.5,25,47.7,6.8,3.2,54.8,25.8,16.1,9.7,22.6,61.3,6.5,2.5,35,52.5,10,0,30,65,5,-2.56001003512293,-0.895105263157895,36.9915735072755,1027.8349222278,602.632498976253,0.208077532333526,0.0417677707607884,0.130476370899707,0.101982871044206,0.0463583491767269,0.0312592083464237,0.0227010991094328,0.0561507856563814,0.0153763371452378,0.0660885250611569,0.0888951845685381,0.0922066145559945,0.0648741430830685,0.0125170808193421,0.0126312704382461,602.632498976253,0.285859297104743,0.670985313752141,58.8571081943572,2.38144329896907,0.822132630331427,7.04123803193273,2.39795918367347,0.882122509648287,24.9276112367005,2.70707070707071,0.67389403352373,5.72094426341764,2.75,0.538891492235719,2.12554229183237,0.949,1,335,16,0,NA,"Black"
"98",98,98,"1841 N SPRINGFIELD AV","MCAULIFFE",5607,1,5607,1,2336,0.416622079543428,406,0.0724094881398252,4871,0.868735509184947,48,0.00856072766185126,36,0.00642054574638844,3,0.000535045478865704,0.059,1.4,92.6,0,0,0,2.5,0.325,841,12,32.5,47,8.5,8.5,25.4,44.9,21.2,3.3,51.1,41.3,4.3,5.4,24.7,64.5,5.4,1.9,35.6,50,12.5,0,25.7,63.8,10.5,-40.2622079543428,-0.966396404109589,40.8634719101124,903.102907080435,1610.77375538136,0.05331994893293,0.0695440130900858,0.0698906674145468,0.0573375247023016,0.0427175138068779,0.0980247220842347,0.0812308396737155,0.0281443732280872,0.079522993428889,0.0877154715055877,0.0823996487239846,0.0572550482705164,0.0737708050807649,0.0609045721642435,0.0316981999122986,1610.77375538136,0.408410387550332,0.704589403039762,68.0762527606244,2.51515151515152,0.81270066738504,3.1992794453838,2.79591836734694,0.872951902566943,1.47114673468833,2.74489795918367,0.678251610548981,3.86106569973016,2.8469387755102,0.580650911261664,5.8154237988494,0.926,11,49,778,0,NA,"Hispanic"
"99",99,99,"1556 E 56TH ST","HARTE",7576,1,7576,1,3503,0.462381203801478,2948,0.389123548046462,520,0.0686378035902851,21,0.00277191129883844,651,0.0859292502639915,2,0.000263991552270327,0.859,3.5,7.9,2.3,0.2,0.2,2.5,0.028,433,4.7,30.2,44.2,20.9,4.7,14,37.2,44.2,0,32.8,56.9,10.3,3.3,10,73.3,13.3,1.8,23.6,54.5,20,1.8,10.9,74.5,12.7,NA,NA,47.5390579461457,824.690469904963,4741.9111665094,0.0714517021396119,0.0494832161434985,0.0370978391796167,0.0577668922797113,0.0247960650742099,0.0519414277040517,0.0349114012732997,0.0265644881392067,0.0414789180222403,0.0936260925771552,0.0811704447782881,0.117900937249091,0.100577818550028,0.0615549640443974,0.0268685872272574,4741.9111665094,0.425315736860572,0.707147114049803,85.0819853349139,2.81632653061224,0.803945666414467,8.4217737156784,3.22222222222222,0.839771051835638,29.1162828089282,2.94897959183673,0.694194615743789,19.1182749424895,3,0.520416499866533,26.5062202547151,0.859,0,0,0,0,NA,"White"
"100",100,100,"5516 S MAPLEWOOD AV","CARSON",6963,1,6963,1,3390,0.48685911245153,534,0.0766910814304179,6121,0.879075111302599,76,0.0109148355593853,29,0.00416487146344966,0,0,0.056,0.6,93.8,0,0,0,0.2,1.25,1,4.2,40.6,46.2,9.1,3.5,14.7,51.7,30.1,3.9,32,47.7,16.4,1.6,15.5,67.4,15.5,0.9,33.6,49.5,15.9,0.9,17.4,63.3,18.3,-48.0859112451529,-0.98767610619469,41.5696390923453,869.033606204222,1700.45838545197,0.0521014902783694,0.0439793946430714,0.0676090229525357,0.0713499819639381,0.0633469994165139,0.0839037104239277,0.0759150830044584,0.0834816108336491,0.0367121005367674,0.0877928756248837,0.0736536085241063,0.100163773841311,0.0854518223179438,0.0117456746524033,0.0552945846747511,1700.45838545197,0.581457562900208,0.696171536447736,65.8571905153796,2.60606060606061,0.711683571886767,5.10963384867591,3.10204081632653,0.752861153097054,9.65916646711475,2.81443298969072,0.682060250686851,6.17012735192342,3.01020408163265,0.600599321969463,32.5183531925717,0.938,0,0,0,0,NA,"Hispanic"
"101",101,101,"7525 S HARVARD AV","HARVARD",3648,1,3648,1,10,0.00274122807017544,3604,0.987938596491228,23,0.00630482456140351,8,0.00219298245614035,3,0.000822368421052632,2,0.000548245614035088,0.992,0.6,0.2,0,0,0,2.5,0.002,523,20.6,32.4,33.8,13.2,17.6,19.1,44.1,19.1,10.4,54.2,29.2,6.3,2.1,22.9,70.8,4.2,7,59.6,29.8,3.5,1.8,57.1,41.1,0,0.325877192982456,1.1888,28.2022212171053,728.805372807018,1238.3803511254,0.180115054350094,0.0604773095277104,0.0777335011193509,0.106061292416004,0.0766236867728316,0.0769050098923262,0.0589958825149798,0.0626108297713113,0.0295610784341028,0.0242548051153737,0.0908674068963516,0.0922549292830442,0.0195960014066534,0.0294100731066282,0.0145331393932367,1238.3803511254,0.273957525171154,0.666129573926526,43.7809546043596,2.39795918367347,0.960453027969306,14.531601706721,2.65656565656566,0.981061650703952,6.89767570331193,2.28571428571429,0.642161299067936,44.2187499315018,2.4040404040404,0.513475391759617,28.1969064997065,0.992,3,518,1,0,NA,"Black"
"102",102,102,"4540 N HAMLIN AV","HAUGAN",17909,1,17909,1,9034,0.504439108827964,846,0.0472388184711598,10629,0.593500474621699,142,0.00792897425875258,1894,0.10575688201463,23,0.00128427047853035,0.056,6.5,81.5,5.8,0.2,0.3,0.2,1.25,1,9.1,31.5,50.3,9.1,7.9,22.4,42.4,27.3,8,38,41.3,12.7,2.7,25.3,62,10,2.1,45.2,41.8,11,0.7,34.9,58.2,6.2,-43.9439108827964,-0.871144011512066,45.5299117762019,941.18292478642,6019.70070485071,0.0445993334218986,0.0371311430081177,0.0288189382091016,0.0442676639433842,0.0664464012288682,0.0566187047137075,0.0551806517345233,0.0504625177641834,0.0312260147047608,0.0770987278568181,0.090562385549794,0.149232519263745,0.0948181090306147,0.0547560389882286,0.0724528189370706,6019.70070485071,0.39010603617054,0.727884467889908,116.467475114474,2.5959595959596,0.781406266581537,2.92669713642752,2.90816326530612,0.886167872833831,2.39446956016878,2.61616161616162,0.710088679530495,0.699579649723964,2.71428571428571,0.57436652689419,0.932057091789748,0.815,0,0,0,0,NA,"Hispanic"
"103",103,103,"2728 S KOSTNER AV","ZAPATA",5450,1,5450,1,2396,0.439633027522936,67,0.0122935779816514,5305,0.973394495412844,85,0.0155963302752294,17,0.00311926605504587,0,0,0.007,0.6,98.7,0,0,0,2.5,0.455,981,11.8,38.8,45.9,3.5,2.3,20.9,61.6,15.1,3.5,51.2,37.2,8.1,0,13.5,71.9,14.6,0,50,41.9,8.1,0,17.2,73.6,9.2,-43.3633027522936,-0.98635225375626,34.4824117431193,725.005504587156,1491.89942386134,0.0496702931338093,0.0564223083301872,0.0715083591044466,0.162140561391313,0.0636797494972342,0.093397008181352,0.089432136050952,0.0400418037501432,0.0204467121104984,0.0918964974852067,0.0730449851378073,0.0835445904670839,0.0336490433933508,0.059377531152068,0.00981869749545887,1491.89942386134,0.373184969228461,0.703675241392574,59.3141245605223,2.41237113402062,0.732469813365308,8.093411092256,2.90816326530612,0.659377005153585,12.3104822075192,2.57575757575758,0.640326910941353,3.47481232295168,2.91919191919192,0.508634981518014,13.8039860820273,0.987,5,6,968,0,NA,"Hispanic"
"104",104,104,"1018 N. LARAMIE AV","HAY",3692,1,3692,1,69,0.0186890574214518,3466,0.938786565547129,200,0.0541711809317443,9,0.00243770314192849,1,0.000270855904658722,0,0,0.964,0,3.4,0.1,0.1,0,2.5,0.011,715,9.1,39.8,44.3,6.8,13.6,15.9,51.1,19.3,4.6,38.5,44.6,12.3,3.1,21.5,63.1,12.3,3.2,58.1,30.6,8.1,0,45.2,54.8,0,-1.86890574214518,-1,43.6740037919827,896.981852654388,1031.03680748642,0.131509175641191,0.0650860736546068,0.0699369854932886,0.0720308738579326,0.0462862340964694,0.0576823141228939,0.0590770073026975,0.060026613950651,0.0563714034365745,0.0904277453969482,0.125360825032578,0.0412003199406498,0.0377261769108927,0.0611374753525338,0.00601733677048682,1031.03680748642,0.487200958796686,0.690459587477932,57.5089354997853,2.47959183673469,0.749289585695439,3.96660893927189,2.77551020408163,0.914156839223405,3.62076676976434,2.43434343434343,0.687521668105534,11.5902470655286,2.54545454545455,0.500463606960979,11.4754016487146,0.964,0,689,24,0,NA,"Black"
"105",105,105,"10845 S UNION AV","DUNNE",3789,1,3789,1,29,0.0076537344945896,3713,0.979941937186593,28,0.00738981261546582,3,0.000791765637371338,8,0.00211137503299024,1,0.000263921879123779,0,0,0,0,NA,NA,NA,NA,NA,9.1,27.3,47.7,15.9,13.6,15.9,50,20.5,5.3,42.1,44.7,7.9,0,35.9,51.3,12.8,2.2,32.6,52.2,13,0,37,56.5,6.5,NA,NA,53.1968424386382,1325.23911322249,1164.92850961211,0.112412755354926,0.0785241523072239,0.0720766830002158,0.0850240031205267,0.0461020419136165,0.0208901712757943,0.0576231872664961,0.0763548898388353,0.0129641456950601,0.0338822537742117,0.085041463622625,0.121016788583342,0.128212742473774,0.0338632059537408,0.00648207284753007,1164.92850961211,0.753527896839067,0.669656606420972,51.5114899940193,2.69387755102041,0.842286569561716,2.92496566973939,2.78571428571429,0.9222339529195,3.23992219450776,2.76767676767677,0.697346030526801,6.76935607417869,2.68686868686869,0.582858274621882,1.42829236378351,NA,0,0,0,0,NA,"Black"
"106",106,106,"4420 N BEACON ST","STOCKTON",7028,1,7028,1,3881,0.55221969265794,1864,0.265224815025612,1222,0.173875924871941,48,0.00682982356289129,330,0.0469550369948776,6,0.000853727945361412,0.453,5.6,40.7,7.9,0.4,0.2,2.5,0.189,519,6,24,56,14,0,18,56,26,2.3,36.4,45.5,15.9,0,9.1,70.5,20.5,0,16.7,58.3,25,0,10.8,81.1,8.1,-49.621969265794,-0.898591084771966,41.4778108992601,674.409504837792,3825.56123015012,0.12730099988493,0.0668074863890923,0.0569968535002492,0.0348218590068118,0.0347641852019401,0.0375531535758794,0.0342573736258409,0.0400473414068526,0.0355046620543417,0.0601081742377545,0.0537055211221485,0.150045324738199,0.0596716031850214,0.0693118643391599,0.0694142676602314,3825.56123015012,0.335944472412892,0.694165249683181,85.0547506984165,2.78,0.759851128428285,9.30222142357474,3.08,0.661800421562119,11.9458512482276,3.09090909090909,0.640326910941353,39.0290689521913,2.97979797979798,0.428090157865353,26.3903123280959,0.453,29,235,211,41,NA,"White"
"107",107,107,"3444 W WABANSIA AV","STOWE",7450,1,7450,1,3339,0.448187919463087,786,0.105503355704698,6142,0.824429530201342,75,0.0100671140939597,48,0.00644295302013423,3,0.000402684563758389,0.076,1.3,90.6,0.4,0,0,2.5,0.352,983,19.6,53.3,26.1,1.1,28,24.7,40.9,6.5,5.3,44.2,48.4,2.1,1,38.5,59.4,1,0,66.7,32.1,1.3,0,56.8,40.7,2.5,-43.5187919463087,-0.970994309673555,38.3502187919463,912.179731543624,2290.61802433501,0.0856328581073392,0.0623510313078161,0.039835028269432,0.023682623305649,0.035331197461988,0.0419101565830766,0.0559492173530235,0.0518174115809652,0.0335837319815659,0.0956161869616324,0.105176670823387,0.157239506615446,0.0837867482739651,0.0586072302630227,0.0306937416136833,2290.61802433501,0.383179798668656,0.718251219779461,93.6144354540425,2.09090909090909,0.701178440867173,35.9713099986315,2.24489795918367,0.942263391392597,50.7530141739843,2.34343434343434,0.498192982885396,24.3952717081989,2.44897959183673,0.539615154571414,25.2255827407189,0.906,12,74,890,3,NA,"Hispanic"
"108",108,108,"8255 S HOUSTON AV","SULLIVAN SPECIALTY",4314,1,4314,1,752,0.174316179879462,2723,0.631200741770978,1433,0.332174316179879,26,0.00602688919796013,16,0.00370885489105239,0,0,0.716,1.3,27,0.2,0,0,2.5,0.066,559,14.7,39.7,41.2,4.4,11.9,34.3,49.3,4.5,8.7,50,39.1,2.2,2.2,42.2,55.6,0,0,52.9,41.2,5.9,0,52.9,47.1,0,-16.1316179879462,-0.925422872340426,31.9066471951785,721.317570700046,1538.60547069408,0.129290581582793,0.086814983324397,0.0827617797002601,0.0680509459266595,0.0696002373122808,0.0662623062490904,0.0264093664929383,0.0638168392601938,0.0356021312092698,0.0824584188652212,0.0910036350926789,0.11875726499053,0.0505745824487069,0.00726125383665436,0.0213356737083254,1538.60547069408,0.351060798278341,0.709332630732519,75.2453072943326,2.35714285714286,0.776590486360189,8.66455209428218,2.46938775510204,0.748938515261654,24.3334645730414,2.52040816326531,0.596027949194779,6.98625960193939,2.47474747474747,0.501903201160737,19.76886539936,0.716,7,400,150,1,NA,"Black"
"109",109,109,"1840 W OHIO ST","TALCOTT",7326,1,7326,1,5060,0.690690690690691,206,0.0281190281190281,2750,0.375375375375375,31,0.00423150423150423,309,0.0421785421785422,4,0.000546000546000546,0.074,9.3,82.9,0.2,0.2,0,2.5,0.277,538,6.8,27.3,52.3,13.6,7,11.6,58.1,23.3,1.7,28.8,55.9,13.6,3.4,12.1,65.5,19,0,22.7,47,30.3,0,27.7,67.7,4.6,-59.7690690690691,-0.865352173913044,68.2612358722359,1110.88356538357,3170.09479649337,0.0356997165975237,0.0209250829342986,0.017122824412173,0.0122482789368132,0.0200251832113002,0.00525411778947183,0.0122747918310708,0.0185069776831798,0.0265087397682132,0.049678322424593,0.0811031531118964,0.117320689614677,0.108017026870046,0.104800565034793,0.120758063540475,3170.09479649337,0.466810633783602,0.739473577611875,178.971281670914,2.73469387755102,0.767255389787524,5.4084161856135,2.97979797979798,0.795135696027991,7.55162053517887,3.08080808080808,0.723889264233701,38.4619765926542,2.76530612244898,0.5137495159285,4.09965879309927,0.829,50,39,446,1,NA,"White"
"110",110,110,"4320 W FIFTH AV","SUMNER",1809,1,1809,1,7,0.00386954118297402,1784,0.986180210060807,16,0.00884466556108347,3,0.00165837479270315,3,0.00165837479270315,1,0.000552791597567717,0.994,0.2,0.2,0.2,0,0,2.5,0.002,486,15.6,25,40.6,18.8,9.4,10.9,48.4,31.3,1.9,46.3,46.3,5.6,0,16.7,77.8,5.6,0,40,55.6,4.4,0,20,73.3,6.7,-0.186954118297402,-0.483142857142857,32.9902388059701,1122.8402432283,616.305028982001,0.134339723508128,0.0783509801591968,0.140108436527522,0.0879878608517665,0.0596620837456773,0.0618662213169122,0.0714899978669059,0.0303485877988329,0.0243067396804735,0.076489540670932,0.0909602406560012,0.0624621579501292,0.0327436073935848,0.0189512289458391,0.0109053722685674,616.305028982001,0.263624498153668,0.676269169408926,45.3218109204875,2.62244897959184,0.95804037668016,8.87852811009237,3.03061224489796,0.89043116664284,9.08674366234814,2.63636363636364,0.561603852219212,11.8318684583437,2.85858585858586,0.495079894811897,9.79798807395921,0.994,0,483,0,0,NA,"Black"
"111",111,111,"10015 S. LEAVITT ST","SUTHERLAND",10861,1,10861,1,7785,0.716784826443237,2679,0.246662369947519,488,0.0449314059478869,25,0.00230181382929749,66,0.00607678850934536,8,0.000736580425375196,0.488,44.9,5,0.9,0.4,0,2.5,0.004,761,2,17.6,43.1,37.3,2,8.8,46.1,43.1,0,13.9,48.6,37.5,0,6.9,65.3,27.8,2.3,16.3,37.2,44.2,0,14.3,71.4,14.3,-26.7784826443237,-0.373591650610148,85.7549115182764,842.756007734095,3942.7003099065,0.0463431752534318,0.00789040159880628,0.0153250011742748,0.0156162164014925,0.0327950505666261,0.0255587047518832,0.0322629157595465,0.017185120708352,0.034730220801153,0.0607531017795529,0.0602845862905495,0.157983026078944,0.101173358591264,0.0946269341063272,0.158173112592172,3942.7003099065,0.862689405966437,0.733702258978042,162.399636888871,3.16161616161616,0.778631330684742,63.0139593878887,3.31313131313131,0.709217226537572,33.3070224717889,3.24242424242424,0.796560323386787,100.249382526149,3,0.534522483824849,24.8435929513253,0.488,341,371,38,6,NA,"White"
"112",112,112,"1441 W 119TH ST","JOHNNIE COLEMON",615,1,615,1,11,0.0178861788617886,541,0.879674796747967,54,0.0878048780487805,1,0.0016260162601626,1,0.0016260162601626,0,0,0,0,0,0,NA,NA,NA,NA,NA,6.1,24.2,57.6,12.1,5.9,14.7,70.6,8.8,0,20.8,58.3,20.8,0,16,76,8,0,25,50,25,0,29.2,70.8,0,NA,NA,45.28,841,189.802165764265,0.0904183535762483,0.0377867746288799,0.0283400809716599,0.087719298245614,0.0404858299595142,0.0431848852901484,0.0337381916329285,0.0350877192982456,0.0445344129554656,0.0134952766531714,0.149797570850202,0.124156545209177,0.105263157894737,0.078272604588394,0.0445344129554656,189.802165764265,0.82995951417004,0.691450058154892,75.2669671169744,2.75757575757576,0.743556114716864,9.93125766175419,2.83505154639175,0.64031913220307,24.6597669563673,3,0.710669054518701,24.1634808320685,2.70707070707071,0.457422353230807,9.83231724969749,NA,0,0,0,0,NA,"Black"
"113",113,113,"5900 N WINTHROP AV","SWIFT",23994,1,23994,1,13991,0.583104109360673,4854,0.202300575143786,2956,0.123197466033175,95,0.00395932316412436,3140,0.130866049845795,4,0.000166708343752605,0.403,18.8,31.4,8.5,0.9,0.1,2.5,0.339,704,8.1,22.6,50,19.4,2.9,7.2,40.6,49.3,3.2,38.1,42.9,15.9,1.5,28.4,47.8,22.4,1.5,22.7,57.6,18.2,0,15.3,69.4,15.3,-39.5104109360673,-0.677587592023444,32.8369992914895,681.338459614904,12729.3114300575,0.102963296176393,0.0698063177932435,0.055993055094915,0.0633757866568324,0.0459875966279917,0.0571927309276438,0.0470027746813158,0.0521392974199868,0.0399936335693781,0.0878137246133795,0.102113899495572,0.0842689495785261,0.0671015204388235,0.0332558334741079,0.0477780530521501,12729.3114300575,0.302174659062642,0.703710888551768,72.9217314117134,2.80808080808081,0.841242614386935,9.86903023241854,3.38775510204082,0.712663843505253,49.1245001652762,2.93877551020408,0.670687084697204,20.0260351553651,3,0.553283335172488,25.6613771861178,0.403,132,283,221,59,NA,"White"
"114",114,114,"9912 S. AVENUE H","TAYLOR",3654,1,3654,1,1376,0.376573617952928,378,0.103448275862069,2990,0.818281335522715,57,0.0155993431855501,6,0.00164203612479475,4,0.00109469074986316,0.11,1.8,87.1,0,0,0,2.5,0.208,715,5.3,32,56,6.7,4,12,61.3,22.7,4.5,34.8,48.5,12.1,1.5,18.2,65.2,15.2,0,42,43.5,14.5,0,27.1,62.9,10,-35.8573617952928,-0.952200581395349,32.20536863711,702.600164203613,924.722018706744,0.120121801466684,0.0579139921438867,0.030143336586474,0.0742794736505761,0.129324594476064,0.0455110885421909,0.0524601688847311,0.0504200643726605,0.0552830575499307,0.0581532661114041,0.122544476878167,0.0741145226351549,0.0472442823500188,0.0766751460062373,0.00581072834582046,924.722018706744,0.443547446571135,0.726546368761575,100.559834339679,2.63636363636364,0.676946105450501,10.2338239560575,3.02020202020202,0.713997055670457,10.7031037563126,2.71717171717172,0.700443067365572,1.60861068796622,2.82828282828283,0.589714632481972,4.75188961505029,0.871,12,78,622,0,NA,"Hispanic"
