"","X.1","X","school_add","school_nm","population","prop.population","all.races","prop.all.races","white","prop.white","af.am","prop.af.am","hispanic","prop.hispanic","am.ind","prop.am.ind","asian","prop.asian","nh.pi","prop.nh.pi","prop.school.black","prop.school.white","prop.school.hispanic","prop.school.asian","prop.school.pi","prop.school.multi","prop.school.EL","prop.school.lowincome","total.students","Grade3.ELA.Level1","Grade3.ELA.Level2","Grade3.ELA.Level3","Grade3.ELA.Level4","Grade3.Math.Level1","Grade3.Math.Level2","Grade3.Math.Level3","Grade3.Math.Level4","Grade4.ELA.Level1","Grade4.ELA.Level2","Grade4.ELA.Level3","Grade4.ELA.Level4","Grade4.Math.Level1","Grade4.Math.Level2","Grade4.Math.Level3","Grade4.Math.Level4","Grade5.ELA.Level1","Grade5.ELA.Level2","Grade5.ELA.Level3","Grade5.ELA.Level4","Grade5.Math.Level1","Grade5.Math.Level2","Grade5.Math.Level3","Grade5.Math.Level4","white.prop.difference","white.prop.difference.percent","med.income","med.rent","total.income","income.10k","income.15k","income.20k","income.25k","income.30k","income.35k","income.40k","income.50k","income.60k","income.75k","income.100k","income.125k","income.150k","income.200k","income.more","home.total","home.owners","lnorm.gini","lnorm.sd","ela.grade3.mean","ela.grade3.sd","ela.grade3.chisq","math.grade3.mean","math.grade3.sd","math.grade3.chisq","ela.grade5.mean","ela.grade5.sd","ela.grade5.chisq","math.grade5.mean","math.grade5.sd","math.grade5.chisq","largest.group","school.white","school.black","school.hispanic","school.asian","race.chi.sq","most.common.group"
"115",115,115,"8914 S BUFFALO AV","THORP J N",2954,1,2954,1,382,0.129316181448883,2062,0.698036560595802,850,0.287745429925525,9,0.0030467163168585,6,0.002031144211239,0,0,0.822,0.2,17.5,0,0.2,0,2.5,0.078,538,5.6,48.1,42.6,3.7,7.4,22.2,64.8,5.6,4.5,36.4,54.5,4.5,4.5,29.5,59.1,6.8,0,50,40.5,9.5,2.4,47.6,50,0,-12.7316181448883,-0.984534031413613,21.9938009478673,625.980365605958,994.997816531893,0.242599132480929,0.140793219671257,0.0764409037189332,0.0965753381057157,0.0756150794735694,0.0355389627137042,0.0259302798526392,0.0526604397842162,0.0208668691211433,0.0744868432827572,0.0359089439833087,0.0745556472470469,0.0185473687243641,0.0146057928529379,0.0125292511530927,994.997816531893,0.195896106256254,0.63160652313266,34.0485029805065,2.43877551020408,0.643225225992288,14.2019416105195,2.68367346938776,0.68258059114846,20.1850779825027,2.58585858585859,0.654811096145075,2.88828783544545,2.48484848484848,0.541419833394177,14.2839721760182,0.822,1,442,94,0,NA,"Black"
"116",116,116,"5815 S HUMAN AV","TONTI",10336,1,10336,1,4305,0.416505417956656,1073,0.103811919504644,8773,0.848780959752322,122,0.0118034055727554,27,0.00261222910216718,0,0,0.04,1.2,94.6,0.1,0.2,0,0.2,1.25,1,12.8,51,30.9,5.4,7.4,25.7,53.4,13.5,3.1,48,29.9,18.9,0.8,22.2,59.5,17.5,0,50.8,39.1,10.2,0,32,55.5,12.5,-40.4505417956656,-0.971188850174216,38.749589880031,770.858552631579,2618.0339232941,0.035853501499052,0.0396970101700898,0.0822153198551161,0.124664502918376,0.0496649644731956,0.0874046521147413,0.0724833949562853,0.0387106702159956,0.033746264324823,0.0874755599416118,0.110610917491427,0.092607947023685,0.0748092709513779,0.0349185889875558,0.0286803934211148,2618.0339232941,0.535271715011553,0.707038466151971,72.9748340106152,2.28571428571429,0.74612400506071,16.2063478249322,2.73469387755102,0.780576319048328,6.13043820222126,2.5959595959596,0.668827666391311,2.5123719081319,2.7979797979798,0.6385538185459,6.79187459140165,0.946,0,0,0,0,NA,"Hispanic"
"117",117,117,"832 W SHERIDAN RD","GREELEY",11893,1,11893,1,9317,0.783402001177163,1223,0.102833599596401,1051,0.0883713108551249,36,0.00302699066677878,673,0.0565879088539477,10,0.000840830740771883,0.156,12.1,71.2,1.1,0,0,2.5,0.29,531,8.9,53.3,35.6,2.2,4.2,31.3,54.2,10.4,0,22.6,58.5,18.9,0,14.5,60,25.5,0,20,60,20,0,14,84.2,1.8,-66.2402001177163,-0.845545454545455,67.7399605650383,1059.02699066678,7671.26101109745,0.0377400337339435,0.0212795713122138,0.0296148405975798,0.0300263116818529,0.0254660594100656,0.0335313917013215,0.0324803136592661,0.0434725714717896,0.0497313372658668,0.0900555177582567,0.0898095884762825,0.121001408626986,0.114273538481033,0.0834373780130109,0.0833001357627946,7671.26101109745,0.35192450669498,0.732187850549963,141.224250487078,2.31632653061224,0.651674113350008,19.6593010824108,2.70707070707071,0.703526470681448,16.1304937811696,3,0.635641726163728,27.4836129703318,2.86868686868687,0.368296260695294,27.4479653928978,0.712,64,82,378,5,NA,"White"
"118",118,118,"5200 N ASHLAND AV","TRUMBULL",10396,1,10396,1,7362,0.708156983455175,429,0.0412658714890342,2023,0.194594074644094,67,0.00644478645632936,1286,0.123701423624471,0,0,0.16,10.5,59.6,13.2,0.6,0,2.5,0.147,468,15.8,23.7,57.9,2.6,7.7,28.2,46.2,17.9,0,31.7,53.7,14.6,0,26.8,65.9,7.3,0,36.1,44.4,19.4,0,22.2,69.4,8.3,-60.3156983455175,-0.851727791361043,61.7101512120046,990.492208541747,5255.47568034927,0.0376816670227825,0.0249477572826965,0.0238683710290812,0.0354822162733667,0.0403039502172428,0.0385846706061776,0.0313982599733482,0.0187048957607102,0.014630566900315,0.0672894330288311,0.0890982677373376,0.148935820459255,0.104275317220604,0.107409608483877,0.0914057163899025,5255.47568034927,0.383383302053795,0.730690875177402,140.883417726889,2.47422680412371,0.778524024264755,22.0189881956667,2.74489795918367,0.828751694371497,4.60871984591111,2.82828282828283,0.728997131099364,6.51164702492358,2.85858585858586,0.534715278234662,7.18720836336011,0.596,49,74,278,61,NA,"White"
"119",119,119,"5131 S LINDER AV","TWAIN",11504,1,11504,1,8608,0.748261474269819,160,0.0139082058414465,5581,0.485135605006954,92,0.00799721835883171,141,0.0122566063977747,1,8.69262865090403e-05,0.01,31.6,66.5,0.8,0.2,0,0.2,1.25,1,0.8,23.3,62.4,13.5,0.8,6,43.6,49.6,0.9,22.8,56.1,20.2,0.9,12.3,68.4,18.4,0,22.2,61.1,16.7,0.9,17.6,75,6.5,-43.2261474269819,-0.577687732342007,56.3405542420028,1069.83788247566,4001.41430532018,0.0408393988603123,0.0374007393645971,0.0514236464991489,0.0405658085290357,0.053132821395009,0.051423173631,0.0448377986849721,0.0503133722968488,0.0403883772298316,0.0742775634257662,0.103820652244435,0.141920900228597,0.0893791487177437,0.0724577865549879,0.0759220434693803,4001.41430532018,0.739373681886339,0.71575693130535,96.1070463768916,2.89795918367347,0.600511739129483,23.0821625053795,3.43877551020408,0.610329073492954,53.3942188016579,2.93939393939394,0.619713261841047,22.9333596917793,2.88775510204082,0.473692515457554,13.6488298571596,0.665,0,0,0,0,NA,"White"
"120",120,120,"2745 W ROOSEVELT RD","CHALMERS",1331,1,1331,1,114,0.0856498873027799,1156,0.868519909842224,92,0.0691209616829452,4,0.00300525920360631,13,0.00976709241172051,0,0,0.989,0.8,0.4,0,0,0,2.5,0.004,264,16.7,46.7,30,6.7,40,30,30,0,2.8,61.1,25,11.1,8.3,47.2,41.7,2.8,0,72.2,27.8,0,0,88.9,11.1,0,-7.76498873027799,-0.90659649122807,39.0332058602554,1189.84673178062,482.64333037193,0.190720731010139,0.118782214058975,0.113541644318064,0.0807993541739951,0.011447240851479,0.069864991563612,0.0417940713732365,0.0194505356438135,0.0293974191879081,0.0325511506446296,0.0544787992560959,0.130906426489114,0.0266170887388653,0.0366292290825649,0.00584405077119344,482.64333037193,0.188897144472269,0.640840405548076,37.5593544293219,2.26530612244898,0.806558431399175,15.2044302780715,1.9,0.834847109936722,131.149616732233,2.27272727272727,0.447628258171794,35.8792446305637,2.11111111111111,0.315869027652895,135.250175724201,0.989,2,261,1,0,NA,"Black"
"121",121,121,"744 E 103RD ST","SMITH",3703,1,3703,1,32,0.00864164191196327,3579,0.966513637591142,49,0.0132325141776938,8,0.00216041047799082,3,0.000810153929246557,1,0.000270051309748852,1,0,0,0,0,0,2.5,0.002,429,10,48,38,4,8,34,50,8,6.3,47.9,41.7,4.2,0,35.4,60.4,4.2,2.3,50,38.6,9.1,4.5,25,68.2,2.3,-0.864164191196327,-1,31.5310577909803,854.250337564137,1485.76470852739,0.130980075918094,0.0430387462488281,0.0735852846388795,0.0680640853354655,0.0628590738226001,0.0547265999745751,0.0280296212799202,0.0765091541601434,0.0502129779340627,0.0562266765631574,0.102885174476517,0.129096829965265,0.0604587287561035,0.027682712943778,0.0322085050743024,1485.76470852739,0.456657688275743,0.705661583658269,76.1454541957581,2.36,0.718021974284601,10.9352841163161,2.58,0.754515029202818,18.113038126174,2.54545454545455,0.689168787606317,2.44853035415867,2.68686868686869,0.582858274621882,16.8608478581124,1,0,429,0,0,NA,"Black"
"122",122,122,"2021 N POINT ST","CHASE",4779,1,4779,1,3257,0.681523331240845,157,0.0328520611006487,2330,0.487549696589245,29,0.00606821510776313,172,0.0359907930529399,3,0.000627746390458255,0.041,4.1,90.6,0.9,0.2,0,2.5,0.348,531,6.3,41.7,43.8,8.3,3.9,23.5,58.8,13.7,0,44.2,48.1,7.7,0,36.4,60,3.6,0,38.6,52.3,9.1,0,15.2,76.1,8.7,-64.0523331240845,-0.939840650905742,49.6646438585478,1049.46913580247,2146.58146569973,0.0451245914767698,0.0201013862157416,0.0430122271340784,0.0222296810484668,0.0324428497684536,0.0183723290596181,0.0239262887693222,0.0292690739803985,0.0146509705235973,0.0473478895635349,0.0675582997385491,0.165693083908754,0.0877443429676002,0.097462646710186,0.109032054452815,2146.58146569973,0.424780757961355,0.716285153638012,124.508186073188,2.54081632653061,0.734543372386045,3.89535671001938,2.83505154639175,0.687392603295447,11.0971984884928,2.70707070707071,0.626824280498901,5.78853211626723,2.92929292929293,0.479211198221114,16.7423637211787,0.906,21,21,481,4,NA,"White"
"123",123,123,"3010 S PARNELL AV","HEALY",11631,1,11631,1,3862,0.332043676382082,178,0.0153039291548448,1682,0.144613532800275,18,0.00154758834150116,6609,0.568222852721176,7,0.000601839910583785,0.012,16.3,24.2,58.2,0.1,0,0.2,1.25,1,0.7,22.9,52.8,23.6,0,3.5,38.9,57.6,1.6,28.9,42.2,27.3,0,6.9,57.3,35.9,0,20.3,54.1,25.7,0,12.4,58.2,29.4,-16.9043676382082,-0.509100725012947,45.4558577938268,844.29859857278,4636.66241280386,0.102774971643242,0.0449029858350459,0.0672893411858898,0.058701785987057,0.0492664983004991,0.0479888767687897,0.0476165193444268,0.0472970070815736,0.0447857374575052,0.0760860697268917,0.0704811669153889,0.125375773592971,0.0604802233043832,0.0341605484038378,0.0832592046798074,4636.66241280386,0.443460692723401,0.710448203174678,86.0809811919766,3.01030927835052,0.68457476705167,25.7758705118978,3.55102040816327,0.558393294859601,82.2052826151118,3.05050505050505,0.675726930925736,31.4197096678869,3.17171717171717,0.623361591930366,99.78866676338,0.582,0,0,0,0,NA,"Asian"
"124",124,124,"4640 S LAMON AV","HEARST",5599,1,5599,1,2383,0.425611716377925,1909,0.340953741739596,2821,0.503839971423468,22,0.00392927308447937,140,0.0250044650830505,2,0.000357206644043579,0.679,0.8,31,0.4,0,0,2.5,0.151,523,12.1,48.5,34.8,4.5,24.2,21.2,43.9,10.6,5.9,56.9,33.3,3.9,5.9,41.2,52.9,0,3.7,63,29.6,3.7,5.6,59.3,35.2,0,-41.7611716377925,-0.981203524968527,46.67357849616,1241.11287729952,1777.44470199998,0.0636185670405264,0.0489589430256182,0.0466828486509393,0.0844006543219024,0.0302842085078944,0.0619664807096212,0.0225587101770436,0.0335634519216976,0.0598094077622782,0.084598671531784,0.16466048544702,0.120205917573077,0.0872495568332374,0.0409371146801618,0.037407149389715,1777.44470199998,0.838403229559295,0.713119680313298,95.1273636319024,2.30612244897959,0.737901220798418,13.0485413487868,2.39795918367347,0.971127476511936,29.9842811340949,2.3265306122449,0.588121423119053,21.587255460796,2.3030303030303,0.561603852219212,53.7154424608956,0.679,4,355,162,2,NA,"Hispanic"
"125",125,125,"4250 N ST LOUIS AV","HENRY",9492,1,9492,1,4755,0.50094816687737,489,0.0515170670037927,5979,0.629898862199747,113,0.0119047619047619,809,0.0852296670880742,6,0.000632111251580278,0.039,6,87,3.1,0,0,2.5,0.412,668,12.8,47.9,34,5.3,7.2,19.6,67,6.2,4.1,48.6,43.2,4.1,2.6,30.3,57.9,9.2,1.3,53.2,39,6.5,0,23.4,72.7,3.9,-44.094816687737,-0.880227129337539,48.2874832490518,948.022545301306,3196.41800905459,0.0608114521967392,0.0283820841071473,0.0389413236298644,0.016920582477553,0.0702623342482501,0.0513810793293794,0.0380562292481123,0.0420872968784025,0.049639888235342,0.115713677680666,0.09427297088635,0.137008791636733,0.0652636949865789,0.059585042655922,0.0655571475172731,3196.41800905459,0.403806872572369,0.717955385741334,97.8665773045457,2.3265306122449,0.75676345844849,11.0343787355217,2.72727272727273,0.682405436645177,20.8244383589055,2.50505050505051,0.628794398338913,5.14676738045865,2.79591836734694,0.475355182961584,8.87042466525194,0.87,40,26,581,20,NA,"Hispanic"
"126",126,126,"4747 S WINCHESTER AV","HEDGES",4902,1,4902,1,1947,0.39718482252142,434,0.0885352917176663,4218,0.86046511627907,24,0.00489596083231334,22,0.00448796409628723,4,0.000815993472052224,0.042,0.6,95.2,0,0,0,2.5,0.482,929,18.9,36.8,34,10.4,10.9,25.5,43.6,20,3.7,51.9,37,7.4,9.5,27.4,54.8,8.3,1.1,55.6,33.3,10,0,41.8,49.5,8.8,-39.118482252142,-0.984893682588598,31.8602027743778,763.745614035088,1241.18259056924,0.0799044255296298,0.0833061778646628,0.0949675851745258,0.129141134293249,0.050370576061296,0.058667146662821,0.113340034255214,0.0968884099206278,0.0368017405968444,0.0461439166010694,0.0776643475501037,0.058279048779111,0.0469203840488233,0.023673377197996,2.05651662294839e-05,1241.18259056924,0.287006387292908,0.707290161742634,56.0637136954152,2.36734693877551,0.901176265720391,10.2006099779744,2.74489795918367,0.900300344957066,1.59997082514772,2.52525252525253,0.690214908020511,4.74055662352868,2.66326530612245,0.624976330290277,4.842560139612,0.952,5,39,884,0,NA,"Hispanic"
"127",127,127,"4409 W WILCOX ST","HEFFERAN",2647,1,2647,1,27,0.0102002266717038,2547,0.962221382697393,49,0.0185115224782773,1,0.000377786173026067,1,0.000377786173026067,0,0,0.988,0.2,0.7,0,0.2,0,2.5,0.002,412,8.9,40,42.2,8.9,2.2,35.6,55.6,6.7,0,50,45,5,0,22.5,65,12.5,2.1,20.8,45.8,31.3,4.2,16.7,62.5,16.7,-0.820022667170382,-0.803925925925926,20.7022568945977,973.190026445032,697.274248956826,0.17117923104156,0.134829106133746,0.0780102282281639,0.0727587043262625,0.0586353608653276,0.0577033281389108,0.0556309659286664,0.0459412513704326,0.0228420557112683,0.0918416368093102,0.0801131219005298,0.0677782432711485,0.0212463359005554,0.0356971676069306,0.00179974721533314,697.274248956826,0.302940007481047,0.675347369345275,47.292037578844,2.51020408163265,0.763131070056947,2.54599878466199,2.66326530612245,0.624976330290277,29.4563324393733,3.07142857142857,0.776590486360189,42.8106140827907,2.91836734693878,0.698650678724031,35.9102213258093,0.988,0,407,2,0,NA,"Black"
"128",128,128,"5650 S WALCOTT AV","HENDERSON",4369,1,4369,1,138,0.0315861753261616,3996,0.914625772487983,339,0.0775921263447013,0,0,6,0.00137331197070268,1,0.000228885328450446,0.987,0.2,1.1,0,0,0,2.5,0.002,469,16,52,32,0,30,38,30,2,5.8,80.8,13.5,0,13.5,50,36.5,0,0,60.4,37.5,2.1,0,41.7,56.3,2.1,-2.95861753261616,-0.93668115942029,33.0069086747539,1081.12726024262,1188.33877828281,0.109512770689276,0.0987667137431038,0.127512394541074,0.128917813275045,0.0933484969194931,0.0416614860056536,0.0279693890195257,0.0367583882871428,0.0525283655271842,0.0596577314504151,0.0942666419734178,0.0601056637630083,0.035727414784368,0.00642199494468272,0.016291670425066,1188.33877828281,0.476713678665594,0.67909393653099,46.6167139201833,2.16,0.677487932726406,27.6309779474088,2.04,0.827799809889157,83.8524947591435,2.41414141414141,0.534715278234662,15.9137751708867,2.60606060606061,0.531040215591192,5.56753016344147,0.987,0,462,5,0,NA,"Black"
"129",129,129,"932 N CENTRAL AV","BRUNSON",7840,1,7840,1,198,0.0252551020408163,7324,0.934183673469388,401,0.0511479591836735,12,0.00153061224489796,6,0.00076530612244898,0,0,0.963,0.4,3.3,0,0,0,2.5,0.02,809,17.5,53.4,27.2,1.9,17.5,30.1,44.7,7.8,5.7,58.6,34.3,1.4,2.9,34.3,61.4,1.4,2.5,53.2,36.7,7.6,2.5,26.6,67.1,3.8,-2.12551020408163,-0.841616161616162,37.8684079081633,988.803443877551,2373.74900242893,0.116905916036001,0.0820263869172923,0.103244255141556,0.0733709350888732,0.0550884288877791,0.0816973097680902,0.0503718675213028,0.0556147976441585,0.0346833658408542,0.0633488638883054,0.0805205093786523,0.0636681023924877,0.0551291488952126,0.0218813741081319,0.0261876114591354,2373.74900242893,0.480672700821041,0.701575021595659,82.6178563813098,2.12244897959184,0.692601641243043,31.8387016679514,2.41836734693878,0.860633540172109,21.3025114885685,2.48979591836735,0.661845248663949,5.29479311709302,2.72448979591837,0.552046095582045,5.77734915702382,0.963,3,779,26,0,NA,"Black"
"130",130,130,"4316 S PRINCETON AV","HENDRICKS",2693,1,2693,1,1364,0.506498329001114,812,0.30152246565169,451,0.167471221685852,5,0.00185666542888971,302,0.112142591904939,0,0,0.99,1,0,0,0,0,2.5,0,302,3.7,11.1,48.1,37,3.7,0,44.4,51.9,4.2,41.7,45.8,8.3,4,8,88,0,0,43.5,43.5,13,4.3,34.8,60.9,0,-49.6498329001114,-0.980256598240469,45.9987460081693,740.482361678425,989.396625472733,0.112758777751177,0.0495656927581694,0.0402815805646332,0.056434230083062,0.0640799205073012,0.0377614432847758,0.0437695055762699,0.0307009685090445,0.0419244947191855,0.0801958143728958,0.0868451209386763,0.140815644305978,0.0654316581629719,0.0333219637178526,0.0800035551259952,989.396625472733,0.462113849635777,0.705390623770384,92.6584856724938,3.2020202020202,0.755656195172116,69.5502057442853,3.45918367346939,0.660652088781311,63.6100998644042,2.6969696969697,0.691855615681413,1.34187381823786,2.57142857142857,0.57436652689419,16.815213373416,0.99,3,298,0,0,NA,"White"
"131",131,131,"2131 W MONROE ST","HERBERT",4495,1,4495,1,523,0.116351501668521,3655,0.813125695216908,253,0.0562847608453838,14,0.00311457174638487,110,0.0244716351501669,4,0.000889877641824249,0.972,0.5,2.1,0.2,0,0,2.5,0.012,434,27.3,38.6,29.5,4.5,26.3,26.3,34.2,13.2,5.9,44.1,44.1,5.9,3.3,13.3,83.3,0,7.1,57.1,26.2,9.5,0,32.4,61.8,5.9,-11.1351501668521,-0.957026768642447,25.9879675194661,656.350611790879,1934.86292347678,0.259055293595869,0.0891271689306384,0.116677122367437,0.037848398283454,0.0360863924236816,0.0372864089071407,0.0196954880896471,0.00822471395887204,0.00591288901380343,0.0371756449602768,0.061472614423127,0.0847008458233458,0.111798381363022,0.0250878476137121,0.0269783909039411,1934.86292347678,0.230150510419787,0.629816632598533,36.487639057536,2.10204081632653,0.855422918474174,43.9002794293516,2.34343434343434,1.01178379720071,38.2367730531033,2.37373737373737,0.750317736584874,38.3713374726058,2.72448979591837,0.552046095582045,1.27715733483065,0.972,2,421,9,0,NA,"Black"
"132",132,132,"6206 S RACINE AV","WOODS ACADEMY",2952,1,2952,1,19,0.00643631436314363,2875,0.973915989159892,44,0.0149051490514905,17,0.00575880758807588,3,0.00101626016260163,1,0.000338753387533875,0.99,0.8,0.2,0,0,0,2.5,0.015,520,5.6,22.2,40.7,31.5,1.9,9.3,55.6,33.3,6.4,48.9,40.4,4.3,6.4,38.3,51.1,4.3,2,66.7,27.5,3.9,0,47.1,49,3.9,0.156368563685637,0.242947368421053,21.6553878726287,835.845528455285,849.994170776602,0.200695752258023,0.0673291690353944,0.093237504498436,0.104470280443042,0.0597350346710485,0.111630773582458,0.0500186994029988,0.0655917176118962,0.0151468541176293,0.0568476705397358,0.0414116169249987,0.060894854293975,0.0570185632465091,0,0.00359540673504024,849.994170776602,0.319402678866832,0.668074745598148,40.11730765127,2.98979591836735,0.867451510385316,34.6419292863624,3.22448979591837,0.650624002537801,20.871842278301,2.31632653061224,0.567085854615829,23.4597689469665,2.55555555555556,0.55736666241522,9.67070481795535,0.99,4,514,1,0,NA,"Black"
"133",133,133,"3330 W 71ST ST.","TARKINGTON",7143,1,7143,1,2578,0.360912781744365,2289,0.320453590928181,4343,0.608007839843203,22,0.00307993840123198,57,0.00797984040319194,0,0,0.269,0.7,72.3,0,0,0,0.2,1.25,1,4.4,34.2,56.1,5.3,0,19,54.3,26.7,0.9,33.3,54.4,11.4,0,9.5,76.7,13.8,0.8,47.2,44.7,7.3,0.8,27.6,62.6,8.9,-35.3912781744365,-0.980604732350659,49.4788580428391,952.286854262915,2047.99622728574,0.0517282648345363,0.0608782913870661,0.0595412726225961,0.0525294744555599,0.0370560846665918,0.036386041808091,0.051061870958644,0.04710200962909,0.0618909523681403,0.0620412405987758,0.137688578889136,0.111496156536053,0.115039490945706,0.0564576331094643,0.0382086769927794,2047.99622728574,0.737469974532798,0.733477891284082,107.122983735419,2.62626262626263,0.648166308115985,12.1617575009802,3.07070707070707,0.67389403352373,11.2128953149962,2.59183673469388,0.623206452428078,3.89361130739033,2.80412371134021,0.570803075677373,2.90287514297217,0.723,0,0,0,0,NA,"Hispanic"
"134",134,134,"8546 S CREGIER AV","CALDWELL",4694,1,4694,1,29,0.00617809970174691,4543,0.967831273966766,63,0.0134213890072433,9,0.00191734128674904,13,0.00276949296974862,0,0,0.985,0,1.3,0,0,0.3,2.5,0,396,8.7,41.3,45.7,4.3,19.6,19.6,54.3,6.5,5.3,39.5,52.6,2.6,2.6,42.1,50,5.3,7.3,31.7,56.1,4.9,2.4,29.3,65.9,2.4,NA,NA,48.0399601619088,827.482104814657,1921.36286693562,0.0924213090546126,0.0570054568193042,0.0341298285628097,0.0446464871904186,0.0425871359247801,0.073114558933024,0.0426337048174233,0.063858760281621,0.0326033055456656,0.110997956621781,0.114034263995298,0.092725656840665,0.106646506210847,0.0304992094240799,0.0422517936438744,1921.36286693562,0.621070636205238,0.701627485065075,78.7795754881159,2.45918367346939,0.705915612884572,7.26474351142172,2.47959183673469,0.876139515283926,22.8652449164852,2.58163265306122,0.687494620601336,43.4648777289358,2.68367346938776,0.548605331549315,5.40070326302059,0.985,0,0,0,0,NA,"Black"
"135",135,135,"1903 E 96TH ST","BURNHAM",2326,1,2326,1,11,0.00472914875322442,2257,0.970335339638865,26,0.0111779879621668,3,0.00128976784178848,0,0,0,0,0.996,0,0.4,0,0,0,2.5,0,278,2.5,7.5,65,25,2.5,5,37.5,55,0,28.1,46.9,25,0,12.5,53.1,34.4,0,32.5,45,22.5,0,15,67.5,17.5,-0.472914875322442,-1,43.1996990541702,1016.57695614789,872.267818537319,0.122710836145259,0.0408175104284149,0.098688837005538,0.102811832945017,0.0624519132060697,0.0272147664592321,0.0548129763886704,0.0723753746177768,0.0473281027299599,0.0992472405432998,0.0540611366892899,0.104327130731778,0.0417095359790194,0.0383464883262207,0.0164583794751503,872.267818537319,0.611038178796344,0.694040579952244,62.048679263862,3.14141414141414,0.622865350701179,53.0757833993813,3.46464646464646,0.689766764974875,68.8461432622339,2.8989898989899,0.735332071243305,12.4901471274901,3.02020202020202,0.571067707122655,31.4504582051816,0.996,0,276,1,0,NA,"Black"
"136",136,136,"2620 S LAWNDALE AV","LITTLE VILLAGE",5025,1,5025,1,2182,0.434228855721393,41,0.0081592039800995,4910,0.977114427860696,76,0.0151243781094527,14,0.00278606965174129,0,0,0.001,0.1,99.8,0,0,0,2.5,0.373,807,11.6,49.3,36.2,2.9,7,28.2,49.3,15.5,0,36.5,51.4,12.2,2.6,17.1,76.3,3.9,2.5,56.3,30,11.3,1.2,48.1,49.4,1.2,-43.3228855721393,-0.997697066911091,45.1470682587065,730.634825870647,1293.46719351311,0.0502075321761653,0.0275673237605946,0.0915300483990934,0.147733382330748,0.0814559045235427,0.0577756251128732,0.0734516964360583,0.0793466686082189,0.0554362085592139,0.0743620882278873,0.103686467746918,0.0499464532424149,0.0494351399142099,0.0230231333072909,0.0265097684826445,1293.46719351311,0.346319277552168,0.727358012074291,81.4354194285487,2.29591836734694,0.691765762058278,15.7495148705621,2.72727272727273,0.80582296402538,5.72353082036295,2.50505050505051,0.719605013166412,6.87617182926894,2.50505050505051,0.541610172592673,12.3128880417734,0.998,0,0,805,0,NA,"Hispanic"
